prot	Z:\members\yixiao\KRUK\A20211009yix_KRUK_DIA_60min_A1\A20211005yix_KRUK_DIA_60min_b1_pool.raw	Z:\members\yixiao\KRUK\A20211009yix_KRUK_DIA_60min_A1\A20211009yix_KRUK_DIA_60min_A1_AG1.raw	Z:\members\yixiao\KRUK\A20211009yix_KRUK_DIA_60min_A1\A20211009yix_KRUK_DIA_60min_A1_AG1_rep.raw	Z:\members\yixiao\KRUK\A20211009yix_KRUK_DIA_60min_A1\A20211009yix_KRUK_DIA_60min_A1_AG2.raw	Z:\members\yixiao\KRUK\A20211009yix_KRUK_DIA_60min_A1\A20211009yix_KRUK_DIA_60min_A1_AN1.raw	Z:\members\yixiao\KRUK\A20211009yix_KRUK_DIA_60min_A1\A20211009yix_KRUK_DIA_60min_A1_AN2.raw	Z:\members\yixiao\KRUK\A20211009yix_KRUK_DIA_60min_A1\A20211009yix_KRUK_DIA_60min_A1_GG3.raw	Z:\members\yixiao\KRUK\A20211009yix_KRUK_DIA_60min_A1\A20211009yix_KRUK_DIA_60min_A1_GG4.raw	Z:\members\yixiao\KRUK\A20211009yix_KRUK_DIA_60min_A1\A20211009yix_KRUK_DIA_60min_A1_GG5.raw	Z:\members\yixiao\KRUK\A20211009yix_KRUK_DIA_60min_A1\A20211009yix_KRUK_DIA_60min_A1_GG7.raw	Z:\members\yixiao\KRUK\A20211009yix_KRUK_DIA_60min_A1\A20211009yix_KRUK_DIA_60min_A1_GG7_rep.raw	Z:\members\yixiao\KRUK\A20211009yix_KRUK_DIA_60min_A1\A20211009yix_KRUK_DIA_60min_A1_GN3.raw	Z:\members\yixiao\KRUK\A20211009yix_KRUK_DIA_60min_A1\A20211009yix_KRUK_DIA_60min_A1_GN4.raw	Z:\members\yixiao\KRUK\A20211009yix_KRUK_DIA_60min_A1\A20211009yix_KRUK_DIA_60min_A1_GN5.raw	Z:\members\yixiao\KRUK\A20211009yix_KRUK_DIA_60min_A1\A20211009yix_KRUK_DIA_60min_A1_GN7.raw	Z:\members\yixiao\KRUK\A20211009yix_KRUK_DIA_60min_A1\A20211009yix_KRUK_DIA_60min_A1_pool.raw	Z:\members\yixiao\KRUK\A20211011yix_KRUK_DIA_60min_A2\A20211011yix_KRUK_DIA_60min_A2_AG3.raw	Z:\members\yixiao\KRUK\A20211011yix_KRUK_DIA_60min_A2\A20211011yix_KRUK_DIA_60min_A2_AG3_rep.raw	Z:\members\yixiao\KRUK\A20211011yix_KRUK_DIA_60min_A2\A20211011yix_KRUK_DIA_60min_A2_AG4.raw	Z:\members\yixiao\KRUK\A20211011yix_KRUK_DIA_60min_A2\A20211011yix_KRUK_DIA_60min_A2_AN3.raw	Z:\members\yixiao\KRUK\A20211011yix_KRUK_DIA_60min_A2\A20211011yix_KRUK_DIA_60min_A2_AN4.raw	Z:\members\yixiao\KRUK\A20211011yix_KRUK_DIA_60min_A2\A20211011yix_KRUK_DIA_60min_A2_GG10.raw	Z:\members\yixiao\KRUK\A20211011yix_KRUK_DIA_60min_A2\A20211011yix_KRUK_DIA_60min_A2_GG10_rep.raw	Z:\members\yixiao\KRUK\A20211011yix_KRUK_DIA_60min_A2\A20211011yix_KRUK_DIA_60min_A2_GG12.raw	Z:\members\yixiao\KRUK\A20211011yix_KRUK_DIA_60min_A2\A20211011yix_KRUK_DIA_60min_A2_GG13.raw	Z:\members\yixiao\KRUK\A20211011yix_KRUK_DIA_60min_A2\A20211011yix_KRUK_DIA_60min_A2_GG9.raw	Z:\members\yixiao\KRUK\A20211011yix_KRUK_DIA_60min_A2\A20211011yix_KRUK_DIA_60min_A2_GN10.raw	Z:\members\yixiao\KRUK\A20211011yix_KRUK_DIA_60min_A2\A20211011yix_KRUK_DIA_60min_A2_GN12.raw	Z:\members\yixiao\KRUK\A20211011yix_KRUK_DIA_60min_A2\A20211011yix_KRUK_DIA_60min_A2_GN13.raw	Z:\members\yixiao\KRUK\A20211011yix_KRUK_DIA_60min_A2\A20211011yix_KRUK_DIA_60min_A2_GN9.raw	Z:\members\yixiao\KRUK\A20211011yix_KRUK_DIA_60min_A2\A20211011yix_KRUK_DIA_60min_A2_pool.raw	Z:\members\yixiao\KRUK\A20211012yix_KRUK_DIA_60min_A3\A20211012yix_KRUK_DIA_60min_A3_AG5.raw	Z:\members\yixiao\KRUK\A20211012yix_KRUK_DIA_60min_A3\A20211012yix_KRUK_DIA_60min_A3_AG5_rep.raw	Z:\members\yixiao\KRUK\A20211012yix_KRUK_DIA_60min_A3\A20211012yix_KRUK_DIA_60min_A3_AG6.raw	Z:\members\yixiao\KRUK\A20211012yix_KRUK_DIA_60min_A3\A20211012yix_KRUK_DIA_60min_A3_AN5.raw	Z:\members\yixiao\KRUK\A20211012yix_KRUK_DIA_60min_A3\A20211012yix_KRUK_DIA_60min_A3_AN6.raw	Z:\members\yixiao\KRUK\A20211012yix_KRUK_DIA_60min_A3\A20211012yix_KRUK_DIA_60min_A3_GG15.raw	Z:\members\yixiao\KRUK\A20211012yix_KRUK_DIA_60min_A3\A20211012yix_KRUK_DIA_60min_A3_GG16.raw	Z:\members\yixiao\KRUK\A20211012yix_KRUK_DIA_60min_A3\A20211012yix_KRUK_DIA_60min_A3_GG17.raw	Z:\members\yixiao\KRUK\A20211012yix_KRUK_DIA_60min_A3\A20211012yix_KRUK_DIA_60min_A3_GG18.raw	Z:\members\yixiao\KRUK\A20211012yix_KRUK_DIA_60min_A3\A20211012yix_KRUK_DIA_60min_A3_GG18_rep.raw	Z:\members\yixiao\KRUK\A20211012yix_KRUK_DIA_60min_A3\A20211012yix_KRUK_DIA_60min_A3_GN15.raw	Z:\members\yixiao\KRUK\A20211012yix_KRUK_DIA_60min_A3\A20211012yix_KRUK_DIA_60min_A3_GN16.raw	Z:\members\yixiao\KRUK\A20211012yix_KRUK_DIA_60min_A3\A20211012yix_KRUK_DIA_60min_A3_GN17.raw	Z:\members\yixiao\KRUK\A20211012yix_KRUK_DIA_60min_A3\A20211012yix_KRUK_DIA_60min_A3_GN18.raw	Z:\members\yixiao\KRUK\A20211012yix_KRUK_DIA_60min_A3\A20211012yix_KRUK_DIA_60min_A3_pool.raw	Z:\members\yixiao\KRUK\A20211013yix_KRUK_DIA_60min_A4\A20211013yix_KRUK_DIA_60min_A4_AG7.raw	Z:\members\yixiao\KRUK\A20211013yix_KRUK_DIA_60min_A4\A20211013yix_KRUK_DIA_60min_A4_AG7_rep.raw	Z:\members\yixiao\KRUK\A20211013yix_KRUK_DIA_60min_A4\A20211013yix_KRUK_DIA_60min_A4_AG8.raw	Z:\members\yixiao\KRUK\A20211013yix_KRUK_DIA_60min_A4\A20211013yix_KRUK_DIA_60min_A4_AG9.raw	Z:\members\yixiao\KRUK\A20211013yix_KRUK_DIA_60min_A4\A20211013yix_KRUK_DIA_60min_A4_AN7.raw	Z:\members\yixiao\KRUK\A20211013yix_KRUK_DIA_60min_A4\A20211013yix_KRUK_DIA_60min_A4_AN8.raw	Z:\members\yixiao\KRUK\A20211013yix_KRUK_DIA_60min_A4\A20211013yix_KRUK_DIA_60min_A4_AN9.raw	Z:\members\yixiao\KRUK\A20211013yix_KRUK_DIA_60min_A4\A20211013yix_KRUK_DIA_60min_A4_GG19.raw	Z:\members\yixiao\KRUK\A20211013yix_KRUK_DIA_60min_A4\A20211013yix_KRUK_DIA_60min_A4_GG20.raw	Z:\members\yixiao\KRUK\A20211013yix_KRUK_DIA_60min_A4\A20211013yix_KRUK_DIA_60min_A4_GG21.raw	Z:\members\yixiao\KRUK\A20211013yix_KRUK_DIA_60min_A4\A20211013yix_KRUK_DIA_60min_A4_GG22.raw	Z:\members\yixiao\KRUK\A20211013yix_KRUK_DIA_60min_A4\A20211013yix_KRUK_DIA_60min_A4_GG23.raw	Z:\members\yixiao\KRUK\A20211013yix_KRUK_DIA_60min_A4\A20211013yix_KRUK_DIA_60min_A4_GG24.raw	Z:\members\yixiao\KRUK\A20211013yix_KRUK_DIA_60min_A4\A20211013yix_KRUK_DIA_60min_A4_GN19.raw	Z:\members\yixiao\KRUK\A20211013yix_KRUK_DIA_60min_A4\A20211013yix_KRUK_DIA_60min_A4_GN20.raw	Z:\members\yixiao\KRUK\A20211013yix_KRUK_DIA_60min_A4\A20211013yix_KRUK_DIA_60min_A4_GN21.raw	Z:\members\yixiao\KRUK\A20211013yix_KRUK_DIA_60min_A4\A20211013yix_KRUK_DIA_60min_A4_GN22.raw	Z:\members\yixiao\KRUK\A20211013yix_KRUK_DIA_60min_A4\A20211013yix_KRUK_DIA_60min_A4_GN22_rep.raw	Z:\members\yixiao\KRUK\A20211013yix_KRUK_DIA_60min_A4\A20211013yix_KRUK_DIA_60min_A4_GN23.raw	Z:\members\yixiao\KRUK\A20211013yix_KRUK_DIA_60min_A4\A20211013yix_KRUK_DIA_60min_A4_GN24.raw	Z:\members\yixiao\KRUK\A20211013yix_KRUK_DIA_60min_A4\A20211013yix_KRUK_DIA_60min_A4_pool.raw
P11169_SLC2A3	NA	NA	NA	NA	NA	NA	1674570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2427950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	469080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4843770	NA	NA	NA	NA	NA	NA	NA	NA
P11171_EPB41	314822	NA	NA	468677	564125	371924	NA	NA	NA	510627	NA	396554	400163	671768	NA	NA	NA	40263.6	NA	797911	712473	123859	163650	193374	NA	NA	425713	1777730	233256	549245	NA	NA	179534	NA	680932	1069540	197202	54735.2	NA	NA	NA	NA	NA	438429	1565460	119352	263989	NA	NA	NA	244477	NA	NA	NA	NA	NA	NA	NA	139343	NA	301970	682181	NA	NA	307142	440470	201943
P11172_UMPS	543201	2575210	1731870	2321970	5907530	6335590	4296060	NA	8710120	6591510	6940830	3723840	3714020	5714210	882346	4762340	1496820	1727430	2261310	4320290	4300100	5414320	7950700	4779900	4046830	2501530	5108090	5054710	3663680	2776360	4226040	2571990	2410310	2503240	7575070	4257120	3576160	2759140	1321000	4475540	4922390	3365860	3437120	4599850	2735320	4193760	12354500	12769800	2633210	1819670	3311380	3380050	2537970	2206690	1178440	5016140	4932350	2355220	4022690	4150790	7429000	6952980	4505030	4758060	7229630	3261510	4170770
P11177_PDHB	4843880	8662870	8757270	9851340	42142300	42470600	11835900	NA	35165900	12252100	13577000	10237000	25557200	22388800	15452800	8876660	3311230	2623510	9368760	22232300	27989300	14944800	18847900	19135800	27829000	11829300	16582200	16070600	41668100	10037200	10571900	6711370	7122900	10193400	64359300	20764000	17033600	5983190	3346620	12090000	12427900	52351100	41447600	13906700	18870700	11032800	16032800	16151000	9377250	5526870	49985700	132661000	7918900	9373590	6561460	21788300	11145500	6258280	13442700	41597800	52747200	22620300	86447200	86947900	20601900	20234800	13878200
P11182_DBT	1731780	3476670	1869650	4412010	2543410	5128120	211936	NA	581794	740380	625096	1956390	3377750	3174280	607375	2813080	6298120	5415110	474379	62189200	11713600	370039	664534	1060290	572817	485452	3508280	5674080	5905700	3880240	1172940	471116	510308	457631	33865000	13190000	1146850	1175800	764846	2604880	535752	14668100	10209600	2294680	1145470	2069430	5442900	4795030	478231	586861	19449600	51479400	1093340	699453	188943	404610	446318	NA	589447	12412500	10626300	7030150	24533300	23199300	7313450	6082670	3432810
P11215_ITGAM	1701880	1018670	686881	2412330	10148900	11283300	8470830	NA	9148110	13432900	12431800	14214400	356070	7395950	329190	4108570	1247370	1350570	3511120	1308140	3112990	287919	382074	10637200	6150160	495134	9655230	1596300	1018670	NA	6530250	3054770	7633610	5379600	295366	2937020	7691730	846259	380788	212287	99741.7	74300.3	407237	359288	569570	2459260	393641	528487	29620.7	2442260	252487	443292	10382000	306094	1083110	4393540	3586290	8717170	26550700	1985980	761155	608064	446343	338697	99258	1728510	8762020
P11216_PYGB	3049560	22812800	21568100	14023400	24128700	15112800	5938630	NA	65575000	12020600	16456000	14226200	40777500	10194500	29330300	20937800	4704530	5080030	8685930	21658800	12065100	13921100	14979300	35647800	75568700	15889500	24394000	23785300	9821320	21758200	19466800	7302950	8256640	32184200	10168400	17145100	51988900	7996400	6370590	43985100	43975700	10007300	18810800	12177300	24110300	18606000	15299500	15488900	30060000	30972200	12115700	12896500	13923400	33088200	16673800	12051700	18619900	12675300	11731000	12142100	16771900	15728900	9035790	9497720	19826900	7133020	19025300
P11217_PYGM	2459040	27530300	22696400	15213600	37958600	26053100	11643600	NA	79476900	29835200	30494900	20446200	48845700	18240800	55082400	28854700	8782410	9831900	13920100	27319700	21299300	21145600	22008500	38781700	84982500	22640100	26697400	25309700	16327600	31056100	25257700	18060700	17301000	40213700	15251900	24297200	77490500	15500800	9531040	46137000	45178600	17375700	26897400	17521300	29256100	27035800	23128700	23169300	46386400	21522500	11771300	20538200	20771500	39969500	22059100	14998500	28179000	13250500	23758100	19264800	30292100	18461100	12049400	11871400	16163700	13306100	27516200
P11233_RALA	4917.71	NA	NA	48343.6	880042	1151760	76783.4	NA	NA	NA	743315	673803	NA	179777	53604.9	39675.2	28620.6	32278	NA	NA	NA	374235	341470	NA	77465.8	NA	140951	71588.1	NA	142095	56213.5	NA	NA	13654	154649	NA	69601.4	NA	NA	203177	173311	32639.1	173278	62069	NA	111570	379350	406191	NA	NA	NA	340721	105013	NA	NA	42962.5	15961	NA	70885.2	NA	219913	224348	49106.2	NA	NA	143283	81363.6
P11234_RALB	4341640	2877000	3093580	11194900	18904100	41485700	12395600	NA	24305700	16576700	17205700	14972400	28109500	19698600	8852890	13566600	8513250	8633180	17667100	35107400	19377700	38042800	38296300	17560800	15534700	26261200	22932100	22182900	14758200	34379000	15114100	22706700	21407200	20708200	42617100	22378800	16538300	7953710	9934540	27011300	27988400	12129200	35030400	11822100	17631700	15746100	35720200	34308800	16958600	7178730	29987700	47748100	17112700	9616880	8712750	12616400	22638600	17222800	17371500	17469800	36548000	21797400	28263800	28507000	34473500	21428600	15695000
P11245_NAT2	NA	NA	NA	NA	NA	NA	NA	NA	454531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	242744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P11274_BCR	195209	525824	239786	230626	1064400	1216590	752932	NA	44919.5	127101	472623	719134	1112160	802012	NA	422955	NA	11139.5	NA	97264.7	968099	237389	519441	277123	893611	590047	259022	345404	928889	215151	412006	NA	NA	456323	514281	279071	119201	128076	56002.2	218637	99929.7	952191	306161	784438	359394	473979	338254	143275	63412.6	99868.6	674681	1121990	289456	NA	NA	760266	1376310	NA	516699	372133	1068420	794915	523997	1010320	281842	558656	712900
P11277_SPTB	NA	200853	187932	1990670	352021	3472960	NA	NA	NA	NA	NA	358735	752626	442571	318701	308187	128320	NA	267956	600835	582602	691610	758308	498284	431307	52562.1	336505	3282870	828383	NA	551712	66342	NA	NA	661570	3624680	288263	42012.5	349460	NA	NA	743730	368096	1005950	759659	278617	838780	600301	206493	NA	1254920	1115010	534104	218295	73845	NA	538669	381957	352285	675726	588435	589559	580101	611518	313303	697328	390115
P11279_LAMP1	5797120	29230700	25112300	20791300	9824590	10176100	13555300	NA	12941900	15518300	19592500	14991100	17631100	13020500	2314840	19518000	11934400	11930600	10973300	27510000	15001300	20547800	19673300	77777000	9707400	25935400	17719600	14789900	7711600	14140500	19098600	12668800	11454000	20536100	18219900	15981200	25379300	7042400	11963200	27434500	25230300	12079700	16165200	9859360	14730900	18936600	36738700	37809800	8788020	13411700	6297920	20859200	16352100	19072700	6927100	14192600	16734000	8340960	29537200	14058300	6938590	16243500	12106200	14078300	11335800	11044000	18038000
P11310_ACADM	1097800	3413270	2817300	12710600	61612300	45211300	10160400	NA	14409200	6400330	8565880	17909300	37751200	24766400	7463800	8193260	1795670	1758560	8608350	12568700	36236800	8263230	6725260	42973700	25494300	7018870	22222900	38938800	16724300	15716800	6284570	7298490	7443130	8174640	90887900	36383100	11768300	5047790	5573060	6471650	5768030	31885400	39033400	14131900	21032700	7008980	5155800	5839030	4653450	7144750	52768100	137389000	8720070	6082800	6048270	10985700	11484600	4268380	15596800	25556600	54028000	23733900	66349200	70695300	20940800	21252800	6812690
P11387_TOP1	1829040	3677280	2829790	7152880	5419580	9140610	8756760	NA	4075680	4639020	3838640	4446320	4381170	6456830	NA	11211600	2433950	2061800	5764820	13388600	7008610	14533700	14771200	7806880	8585810	3993720	5488830	3960110	2231210	2251430	9879470	6045130	5141370	7090240	5769000	5499080	5417400	358748	1160030	10847600	10499300	3859560	2328090	2807900	2848190	9978650	32310800	34190300	2699690	5294640	3640600	5243530	5017690	4069450	822188	2126000	6271180	2246450	7351160	4720360	5482960	6801750	2634110	2953250	4762840	4842780	9867310
P11388_TOP2A	324621	479296	62824.6	2194310	638556	833311	1952490	NA	1001930	2512510	1859450	427027	319459	1664780	205057	2482050	486890	493370	1320710	2129550	1494680	5353230	4920990	1843880	1325510	1157380	239222	985395	516488	508196	1961530	1259680	997041	1585570	570443	2355540	789886	59421.4	346216	2856120	3082720	903841	650037	787798	1052300	2401240	7910020	8214340	800879	1479770	365452	1179020	1627250	565545	NA	577205	3134950	140822	2494100	1399010	335083	1402620	NA	234972	762838	831633	2462350
P11413_G6PD	679664	3356420	2059170	10031300	10275600	11702600	6713690	NA	15442000	10355700	8720920	8840500	6980070	12023100	1260850	8330650	4166120	4354200	7474770	11982200	18386200	11586300	13799400	8330030	11603200	2655590	5423970	9021920	4330060	12375500	7812230	8424650	8043990	7275460	9715540	16908000	6302890	1739490	2385780	7573490	8356570	5122370	5793780	8456790	4249870	8478210	63144900	60337700	3443400	16362400	6028880	10968600	11873800	2594510	2321900	4208280	8450830	3238020	24579800	8812080	8383180	12006900	4262620	3259230	6245920	11742300	7333860
P11441_UBL4A	1139620	730079	1189700	1822810	3947100	2149680	1736200	NA	NA	1594680	1561810	1455520	2744670	2282730	NA	1802560	1489540	1471440	287406	2334300	684214	5126790	5393220	2099970	1591150	1284480	1879600	1999220	1581450	800604	1478250	1133480	1996790	NA	2541580	2021710	1295560	689650	224459	4827790	5584400	1641580	2580670	1074650	2854700	1842020	3414830	2801240	NA	1069620	2075830	2929840	2284940	1615200	NA	1498300	2132100	836035	1740720	2952260	2132470	1938590	2827580	2587370	1649680	1771710	1640300
P11474_ESRRA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98913.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	127069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P11498_PC	572994	922813	41495.2	1049620	5976010	2193500	4321190	NA	NA	585916	917652	2951140	7168630	1335610	NA	1599320	855663	862853	649031	3102830	11583300	3814830	4617130	8223950	1552720	5344890	3236290	11858200	8412680	1975300	1862370	1057090	1272210	743524	7264800	1706740	2130950	NA	65956.5	2686800	3447800	5491470	3625710	1169250	6224180	2302910	3659660	4188340	111875	NA	8558070	6941240	2051270	88567.7	85193.1	2113180	1501300	1295460	1381460	5010510	1861590	4055440	9987670	9504920	4018340	2614350	2775570
P11509_CYP2A6	NA	NA	NA	NA	NA	NA	259590	NA	NA	NA	NA	NA	NA	NA	NA	NA	81880.4	NA	NA	NA	NA	NA	NA	NA	2166970	NA	NA	NA	NA	629505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1184460	261196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P11532_DMD	99033.8	1610460	1550910	1072170	3446180	713372	524227	NA	3965170	806120	1015480	988825	4182340	963978	12754200	711744	NA	NA	920987	2957080	4744790	1770520	1684980	1050410	946098	592596	2051530	2973840	3668110	295919	753738	256945	275741	1601200	2731660	1996010	5019380	407449	474610	370050	404995	2866440	2716690	613611	3079170	825275	NA	NA	8636760	1364790	5127900	3419190	314692	7398920	3562030	3118640	204186	1631490	544474	4328850	1127630	1449380	4068280	4211810	711060	457478	886037
P11586_MTHFD1	1644040	4586480	4078340	13689400	24697600	23304800	12120300	NA	11936200	10589600	14767000	13254700	10402100	15182600	4136450	12550300	3047470	2705860	4395170	17354900	12138100	7865740	8481640	15259100	13923500	5152470	11765900	11556200	13997000	11756000	10459200	10324700	8050920	9900870	12073000	13312500	15011000	8791490	9162200	22613600	23879700	10030100	13631900	9576250	12387100	11027300	20138900	21315600	26211300	5145550	12426200	12422100	10309800	23531600	14796100	17427100	17379800	13149000	12432500	12515000	15222900	13618600	13446100	13590600	10954700	9659060	10216500
P11678_EPX	3925890	5708490	6417120	46133300	35792600	17420500	17577200	NA	2398220	32194100	32555300	103615000	28443800	157065000	445781	20113600	3654910	3721370	674939	78091400	56742800	13937700	14142500	69958700	6666680	1018820	121108000	67059200	25738900	6610930	22153200	153159000	152579000	944129	63248400	249069000	49647600	730708	1267250	404110	586273	30823300	56442600	34429300	3132850	23069100	96797.2	174150	8411260	64858600	1640770	67531400	26696100	3861220	31291000	95222000	63476600	54256100	104483000	193062000	16374000	75399800	75583600	77359500	36473300	10722700	21998900
P11684_SCGB1A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	131567	135628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P11712_CYP2C9	NA	22668.4	26893	10702.2	11459.2	NA	57129.2	NA	NA	NA	23045.9	NA	4070.71	39719.6	16725.5	72837.3	76211.9	58039.1	29944.6	29924.7	NA	14427.4	29303.5	26679.5	NA	108228	32863.8	466187	9648.68	16281.6	44420.3	18882.7	NA	NA	20812.4	NA	NA	32118.8	16529.3	81247.5	81729.7	76298	29127.5	38924.9	NA	NA	NA	NA	NA	NA	21684.5	NA	14358.8	17904.3	NA	NA	NA	52701.8	NA	3315.68	NA	171130	NA	NA	NA	124662	8189.2
P11717_IGF2R	400536	455441	404955	632279	698350	420700	904371	NA	926138	987522	954606	958278	2412280	389689	166268	1453720	206286	294390	880488	918494	2424240	2312110	2633070	941198	1427490	1465710	819939	2500580	487234	1889880	864499	982902	1254570	729395	6769480	1520780	1429030	NA	470192	1327830	1428160	830701	763681	1201400	3626190	1322250	1132040	1413080	168854	636748	1045200	1209900	1532950	529957	306779	1253370	1116910	884046	3124050	795519	201798	1946390	2311550	956718	938907	1111880	1188050
P11766_ADH5	4304420	13462100	12047200	16293300	22204300	14283500	5824270	NA	23043300	12288900	15831700	14465500	28612300	14417800	20338600	12921500	2931110	2871020	14450400	24124800	24070300	17815300	20094500	24338700	15224700	15929000	20069800	28063100	17254500	23040300	13114800	12663200	12263800	14202100	23622700	17421200	28374100	3844420	7523350	5919560	5215860	13368700	22233000	12452700	19579800	13125100	18524900	18355600	31090200	21781100	23206600	19862600	9024910	17228800	12933900	10051600	19218400	17076300	9412730	19096800	15691200	20174800	18225400	17934100	12949700	9943750	12460600
P11802_CDK4	NA	342608	NA	53618.5	NA	NA	NA	NA	NA	1784970	2151360	NA	NA	NA	535989	926479	NA	NA	NA	NA	NA	1029180	1218510	NA	NA	NA	NA	NA	174123	NA	NA	NA	NA	NA	NA	NA	NA	680820	486888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	586742	NA	NA	551698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P11836_MS4A1	NA	NA	NA	808932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P11908_PRPS2	952373	1986660	2283040	8056420	10769700	11989300	5910330	NA	9269210	12327000	10800900	6000780	9593840	8096680	2130530	5962990	1416830	1346370	5118310	12152700	11758800	8256300	8848590	5966540	16106500	2501530	6464380	8403350	8919410	6498800	6024620	6432010	6658730	5220770	11075600	9696810	7335210	1805570	2528870	8637360	9224460	11292500	8377280	5570130	6970950	7163640	17768400	16918700	3824590	6728310	17087700	35836600	4070140	3359580	2577210	5199770	7892540	2649750	5785170	9452770	10066400	7824410	12828100	12836300	6548420	6265550	6710390
P11912_CD79A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	96359.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P11940_PABPC1	3379140	14650200	12233500	26590200	22738100	31033800	45089900	NA	47196800	46112100	46291300	45526600	28939000	41157200	6487750	41002000	13445000	13522600	20534600	43164300	51831800	60850200	61426800	35627900	44406100	28412500	32442800	34608100	31780500	25737400	37880000	25858500	26913300	24570400	27626800	31372600	21653500	7749590	14900800	64330300	66455500	18841900	28004300	26807800	29756100	38135700	103176000	106012000	16970500	33556400	25890700	35059000	32565800	19576700	12994500	38329000	68717800	16903400	43996100	27638000	24810900	32832300	30536000	31787300	27845000	29171400	38592400
P12004_PCNA	9865900	4868600	3617980	19343100	7988410	12050400	10143800	NA	8790950	11575100	14444000	5355810	3762780	7458520	771407	16030300	10784000	10029700	3180890	16138300	5274310	20072200	20796100	10482600	10623900	3264980	6251930	5759860	3626230	3236380	9216280	7265640	7836670	6745680	3698040	9173650	6891940	2780640	2029420	25903500	25742100	4826580	3434480	5447770	4647660	12633800	38799200	38455900	4377870	6576380	5085140	3691370	7072720	3276490	1938770	8658510	16322000	1451410	7601390	4396590	5120940	4185180	2338620	2483130	2403330	5910890	21929600
P12035_KRT3	25936.2	1063860	909843	NA	NA	125258	NA	NA	NA	NA	272340	NA	NA	NA	NA	343107	1427890	1584720	858953	NA	172301	NA	NA	NA	NA	901224	NA	1148000	361826	748703	NA	32284.8	125033	1395560	NA	NA	153784	1622980	308153	NA	NA	NA	NA	883265	NA	NA	615164	1284940	NA	825352	579850	1347120	NA	NA	404662	NA	NA	NA	479507	NA	827826	663630	NA	NA	NA	1210740	NA
P12036_NEFH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	909200	880477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1854540	NA	NA	NA	NA	NA	3428040	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23813.7	NA	NA	NA	NA
P12074_COX6A1	NA	NA	NA	NA	4200100	8343640	NA	NA	1280560	1318670	1889490	2730870	1769970	2454470	1488590	NA	NA	NA	737773	2181700	7141890	1480600	1734560	NA	NA	NA	1972580	898958	NA	3958980	NA	NA	679957	2054170	18704900	6148230	1263910	NA	NA	NA	NA	NA	5274010	NA	1575440	NA	9218360	9196410	1428280	3247860	6220970	46654200	4661260	NA	NA	802137	NA	NA	1789720	5032460	4928420	6937980	8370420	7629630	NA	2088220	NA
